,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,install_clean,size_kb
9988,Design Home,FAMILY,4.4,539931,69.0,"10,000,000+",Free,0.0,Everyone,Simulation,2018-08-06,1,4.2 and up,10000000,False
9991,PeopleTV - Watch Celebrity News,FAMILY,4.3,2223,8.6,"100,000+",Free,0.0,Teen,Entertainment,2018-03-28,1,4.1 and up,100000,False
9998,Water Surfer Racing In Moto,GAME,4.3,2233,36.0,"1,000,000+",Free,0.0,Everyone,Racing,2018-02-28,1,2.3 and up,1000000,False
10001,EW Widgets for Zooper,TOOLS,3.4,5,1.9,100+,Free,0.0,Everyone,Tools,2016-12-03,1,4.0.3 and up,100,False
10003,The List,NEWS_AND_MAGAZINES,3.5,66,12.0,"10,000+",Free,0.0,Everyone,News & Magazines,2017-06-01,6,4.1 and up,10000,False
10005,European War 6: 1804,FAMILY,4.2,1330,96.0,"10,000+",Paid,0.99,Teen,Strategy,2018-07-18,1,4.4 and up,10000,False
10006,XCOM®: Enemy Within,FAMILY,4.2,13752,21.0,"100,000+",Paid,9.99,Mature 17+,Strategy,2017-10-24,1,4.0 and up,100000,False
10011,European War 5:Empire,FAMILY,3.8,9513,82.0,"100,000+",Free,0.0,Everyone 10+,Strategy,2018-06-08,1,4.0.3 and up,100000,False
10013,Rescue Robots Survival Games,GAME,4.0,27557,69.0,"5,000,000+",Free,0.0,Teen,Action,2018-07-06,F2i,4.1 and up,5000000,False
10014,Raytheon F-16 EW 360 VR,FAMILY,4.5,6,22.0,500+,Free,0.0,Everyone,Entertainment,2017-06-09,1,4.4 and up,500,False
10015,Pregnant Emergency Surgery,FAMILY,3.8,127229,34.0,"10,000,000+",Free,0.0,Everyone,Casual,2017-09-07,1,4.0 and up,10000000,False
10016,Eddsworld Amino,SOCIAL,4.9,3071,63.0,"10,000+",Free,0.0,Teen,Social,2018-07-13,1,4.0.3 and up,10000,False
10019,Storm Shield,WEATHER,3.5,2000,14.0,"100,000+",Free,0.0,Everyone,Weather,2018-07-31,4,5.0 and up,100000,False
10020,EdiRange,TOOLS,3.0,736,1.8,"100,000+",Free,0.0,Everyone,Tools,2017-07-05,1,4.0.3 and up,100000,False
10021,TRANSFORMERS: Earth Wars,FAMILY,4.5,256219,95.0,"10,000,000+",Free,0.0,Everyone,Strategy,2018-07-31,1,4.2 and up,10000000,False
10022,Beard Live Camera Photo Editor,BEAUTY,4.7,900,30.0,"5,000+",Free,0.0,Everyone,Beauty,2018-03-25,1,4.0.3 and up,5000,False
10024,No Pimple - Fun games,FAMILY,3.3,24091,16.0,"5,000,000+",Free,0.0,Teen,Casual,2016-08-04,1,2.3 and up,5000000,False
10026,Web Browser for Android,COMMUNICATION,4.1,55110,4.3,"1,000,000+",Free,0.0,Everyone,Communication,2018-06-20,2,4.0 and up,1000000,False
10027,OMG Gross Zit - Date Nightmare,FAMILY,3.7,70105,67.0,"10,000,000+",Free,0.0,Everyone,Casual,2018-06-06,1,4.1 and up,10000000,False
10028,Garden Fever - Free!,FAMILY,3.9,13253,12.0,"1,000,000+",Free,0.0,Everyone,Puzzle,2016-08-09,2,2.3 and up,1000000,False
10029,GO SMS PRO EMOJI PLUGIN,PERSONALIZATION,3.5,84779,8.5,"5,000,000+",Free,0.0,Everyone,Personalization,2018-06-04,2,4.0 and up,5000000,False
10030,Bike Race - Bike Blast Rush,GAME,4.4,83891,48.0,"10,000,000+",Free,0.0,Everyone,Action,2018-07-19,3,4.0 and up,10000000,False
10031,Subway Simulator 3D,FAMILY,4.0,25489,62.0,"1,000,000+",Free,0.0,Everyone,Simulation,2018-08-06,2,4.1 and up,1000000,False
10032,XCOM: TBG,FAMILY,4.0,2294,95.0,"100,000+",Free,0.0,Everyone,Entertainment,2017-01-09,1,2.3 and up,100000,False
10033,ETERNITY WARRIORS 2,GAME,4.6,568391,5.2,"5,000,000+",Free,0.0,Teen,Action,2014-07-01,4,2.1 and up,5000000,False
10035,Deus Ex GO,FAMILY,4.5,9699,23.0,"100,000+",Paid,0.99,Teen,Puzzle,2018-07-23,2,4.2 and up,100000,False
10036,ADWLauncher 1 EX,PERSONALIZATION,4.3,28728,2.8,"500,000+",Paid,2.49,Everyone,Personalization,2013-07-27,1,1.6 and up,500000,False
10038,GO Launcher EX UI5.0 theme,PERSONALIZATION,4.3,111634,13.0,"5,000,000+",Free,0.0,Everyone,Personalization,2014-05-26,2,2.0 and up,5000000,False
10039,Device Info Ex Live Wallpaper,PERSONALIZATION,4.1,2645,1.1,"50,000+",Paid,0.99,Everyone,Personalization,2015-12-20,11,2.1 and up,50000,False
10040,GO Weather EX Theme White,WEATHER,4.2,8723,4.6,"500,000+",Free,0.0,Everyone,Weather,2014-08-27,1,2.2 and up,500000,False
10041,Advanced EX for HYUNDAI,TOOLS,2.7,168,0.17,"5,000+",Paid,4.99,Everyone,Tools,2015-03-14,1,1.6 and up,5000,True
10042,MIUI Style GO Weather EX,WEATHER,4.2,2115,1.1,"500,000+",Free,0.0,Everyone,Weather,2014-07-04,1,1.6 and up,500000,False
10043,Remote EX for NISSAN,COMMUNICATION,2.3,223,1.0,"5,000+",Paid,1.49,Everyone,Communication,2014-07-26,1,3.0 and up,5000,False
10045,Get Over Your Ex,DATING,4.1,10,11.0,"5,000+",Free,0.0,Everyone,Dating,2017-04-12,1,4.0.3 and up,5000,False
10046,Advanced EX for MITSUBISHI,TOOLS,2.9,33,0.141,"1,000+",Paid,4.99,Everyone,Tools,2015-08-21,1,1.6 and up,1000,True
10047,Advanced EX for KIA,TOOLS,3.3,257,0.16,"5,000+",Paid,4.99,Everyone,Tools,2015-03-14,1,1.6 and up,5000,True
10050,Advanced EX for NISSAN,TOOLS,2.9,164,0.144,"5,000+",Paid,4.99,Everyone,Tools,2015-03-14,1,1.6 and up,5000,True
10051,Advanced EX for FIAT,TOOLS,3.5,138,0.141,"5,000+",Paid,4.99,Everyone,Tools,2015-03-05,1,1.6 and up,5000,True
10052,Advanced EX for RENAULT,TOOLS,2.8,130,0.143,"5,000+",Paid,4.99,Everyone,Tools,2015-03-14,1,1.6 and up,5000,True
10054,Aurum Blade EX,FAMILY,4.3,28151,17.0,"1,000,000+",Free,0.0,Everyone 10+,Role Playing,2015-06-04,1,2.2 and up,1000000,False
10055,SCI-Ex,HEALTH_AND_FITNESS,3.5,8,7.9,"1,000+",Free,0.0,Everyone,Health & Fitness,2018-06-28,1,5.0 and up,1000,False
10056,Papyrus Ex,TOOLS,4.6,1092,0.19,"100,000+",Free,0.0,Everyone,Tools,2012-06-27,2,2.1 and up,100000,True
10057,GLASS GO Launcher EX Theme,PERSONALIZATION,4.2,18280,6.0,"1,000,000+",Free,0.0,Everyone,Personalization,2015-01-08,1,1.6 and up,1000000,False
10058,Moonlight GO Weather EX,WEATHER,4.2,11510,3.5,"1,000,000+",Free,0.0,Everyone,Weather,2014-08-28,1,2.2 and up,1000000,False
10059,My Ex Girlfriend Comes Back,FAMILY,3.7,3258,26.0,"500,000+",Free,0.0,Everyone,Casual,2016-03-04,1,2.3 and up,500000,False
10060,An Elite Warrior Ex,GAME,4.7,15,93.0,100+,Paid,0.99,Everyone,Adventure,2016-11-21,1,4.0.3 and up,100,False
10061,Gods Wars Ex : Vampire,FAMILY,3.9,1550,21.0,"100,000+",Free,0.0,Teen,Role Playing,2017-10-28,1,3.0 and up,100000,False
10062,BakaReader EX,BOOKS_AND_REFERENCE,4.3,8894,2.3,"100,000+",Free,0.0,Everyone,Books & Reference,2018-07-23,1,4.0 and up,100000,False
10064,X your Ex - Break Up Treatment,HEALTH_AND_FITNESS,4.0,32,64.0,"5,000+",Free,0.0,Everyone,Health & Fitness,2017-05-20,3,4.1 and up,5000,False
10065,Ex Quotes,LIFESTYLE,4.4,129,8.1,"50,000+",Free,0.0,Everyone 10+,Lifestyle,2018-06-16,3,4.1 and up,50000,False
10066,GO Contacts EX Black & Grey,PERSONALIZATION,3.7,21,0.376,500+,Paid,0.99,Everyone,Personalization,2013-09-24,1,1.6 and up,500,True
10067,CYANOGEN GO Launcher EX Theme,PERSONALIZATION,4.3,60298,13.0,"5,000,000+",Free,0.0,Everyone,Personalization,2015-01-08,1,1.6 and up,5000000,False
10068,Ex Service Taxis,BUSINESS,3.5,15,8.0,"1,000+",Free,0.0,Everyone,Business,2015-10-21,20,2.3 and up,1000,False
10070,S.O.L : Stone of Life EX,FAMILY,4.3,171220,42.0,"5,000,000+",Free,0.0,Everyone 10+,Role Playing,2015-07-28,1,2.3.3 and up,5000000,False
10071,How To Get Your Ex Back Fast,LIFESTYLE,4.0,22,19.0,"5,000+",Free,0.0,Everyone,Lifestyle,2018-02-07,15,4.0.3 and up,5000,False
10072,ExDialer PRO Key,COMMUNICATION,4.5,5474,0.017,"100,000+",Paid,3.99,Everyone,Communication,2014-01-15,81,2.1 and up,100000,True
10073,Volume Control Ex,TOOLS,4.2,5,2.5,100+,Paid,1.49,Everyone,Tools,2018-07-30,1,4.0 and up,100,False
10074,Virtual Dice EX,GAME,4.3,40,3.6,"5,000+",Free,0.0,Everyone,Board,2016-03-15,2,3.0 and up,5000,False
10075,Black Theme Go Launcher EX,PERSONALIZATION,4.1,285,3.9,"50,000+",Free,0.0,Teen,Personalization,2017-10-03,5,2.3 and up,50000,False
10076,EY Events,BUSINESS,2.5,31,54.0,"10,000+",Free,0.0,Everyone,Business,2018-04-04,2,4.1 and up,10000,False
10077,EY GlobalOne,BUSINESS,2.7,11,6.8,"1,000+",Free,0.0,Everyone,Business,2017-11-27,3,2.2 and up,1000,False
10082,EY TaxChat,FINANCE,1.2,44,27.0,"1,000+",Free,0.0,Everyone,Finance,2018-04-09,3,6.0 and up,1000,False
10086,EY India Tax Insights,BUSINESS,4.7,87,5.1,"10,000+",Free,0.0,Everyone,Business,2017-07-15,0,4.1 and up,10000,False
10087,EY Forensics,FINANCE,4.9,7,3.4,"1,000+",Free,0.0,Everyone,Finance,2016-06-17,1,4.0.3 and up,1000,False
10088,EY India CFO Insights,BUSINESS,4.7,37,10.0,"5,000+",Free,0.0,Everyone,Business,2018-06-29,1,4.1 and up,5000,False
10091,EY ATL Fuel Calculator,PRODUCTIVITY,4.4,15,3.1,500+,Free,0.0,Everyone,Productivity,2018-07-21,12,2.1 and up,500,False
10092,Fuel Calculator for EY,TOOLS,4.7,32,2.7,"1,000+",Free,0.0,Everyone,Tools,2018-06-15,1,2.1 and up,1000,False
10093,EY Digi India Personal Tax,BUSINESS,4.0,2,1.7,100+,Free,0.0,Everyone,Business,2018-05-24,5,4.0.3 and up,100,False
10095,Pink Guy - Ey B0ss,FAMILY,4.7,13,1.2,500+,Free,0.0,Everyone,Entertainment,2016-05-04,1,4.0.3 and up,500,False
10096,EY Staff ENTERTAINER,LIFESTYLE,4.3,218,19.0,"10,000+",Free,0.0,Everyone,Lifestyle,2017-01-16,1,2.3 and up,10000,False
10098,Ey Sey Storytime រឿងនិទានតាឥសី,FAMILY,4.7,1327,44.0,"10,000+",Free,0.0,Everyone,Education;Education,2017-05-18,1,4.0.3 and up,10000,False
10100,Eyes - The Scary Horror Game Adventure,GAME,4.4,499483,99.0,"10,000,000+",Free,0.0,Teen,Adventure,2018-08-02,5,4.1 and up,10000000,False
10107,EY Oil & Gas,BUSINESS,4.6,20,15.0,"1,000+",Free,0.0,Everyone,Business,2017-10-12,1,4.0.3 and up,1000,False
10111,Third Eye,TOOLS,4.4,19877,4.5,"1,000,000+",Free,0.0,Everyone,Tools,2018-01-07,1,4.0 and up,1000000,False
10112,Sudoku Master,GAME,4.4,58387,3.3,"1,000,000+",Free,0.0,Everyone,Word,2013-12-13,1,2.1 and up,1000000,False
10113,Jungle Monkey Run,GAME,4.4,54082,21.0,"10,000,000+",Free,0.0,Everyone,Adventure,2018-07-11,1,4.0.3 and up,10000000,False
10114,Hey That's Pretty Good!,TOOLS,4.6,222,10.0,"10,000+",Free,0.0,Everyone,Tools,2016-07-29,4,2.3 and up,10000,False
10115,Everbridge,COMMUNICATION,3.1,497,36.0,"100,000+",Free,0.0,Everyone,Communication,2018-07-17,8,4.4 and up,100000,False
10116,I am Dentist - Save my Teeth,FAMILY,4.3,7443,33.0,"100,000+",Free,0.0,Everyone,Casual,2016-09-29,1,3.0 and up,100000,False
10117,Best Auto Call Recorder Free,COMMUNICATION,3.7,7,4.3,500+,Free,0.0,Everyone,Communication,2017-10-02,2,4.1 and up,500,False
10118,FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126338,9.6,"1,000,000+",Free,0.0,Everyone,Photography,2017-03-15,2,4.0 and up,1000000,False
10120,Etihad Airways,TRAVEL_AND_LOCAL,4.1,3674,61.0,"500,000+",Free,0.0,Everyone,Travel & Local,2018-07-09,1,5.0 and up,500000,False
10121,Beach Volleyball 3D,SPORTS,4.2,43191,14.0,"5,000,000+",Free,0.0,Everyone,Sports,2018-01-10,1,2.1 and up,5000000,False
10122,Organizer,PRODUCTIVITY,4.4,936,5.4,"50,000+",Paid,2.99,Everyone,Productivity,2018-06-17,2,4.0 and up,50000,False
10123,EZ Video Download for Facebook,SOCIAL,4.1,34079,1.3,"1,000,000+",Free,0.0,Teen,Social,2017-03-14,2,4.0.3 and up,1000000,False
10125,EZ Cleaner - Booster Optimizer,TOOLS,4.4,6801,2.8,"500,000+",Free,0.0,Everyone,Tools,2018-01-08,1,4.0.3 and up,500000,False
10126,EZ PZ RPG,FAMILY,3.8,70903,47.0,"1,000,000+",Free,0.0,Everyone 10+,Role Playing,2016-10-27,2,2.3 and up,1000000,False
10129,EZ Inspections,PRODUCTIVITY,2.8,160,7.6,"10,000+",Free,0.0,Everyone,Productivity,2018-07-27,4,4.2 and up,10000,False
10130,EZ-ELD Update,AUTO_AND_VEHICLES,3.1,14,4.6,"1,000+",Free,0.0,Everyone,Auto & Vehicles,2018-02-09,16,4.3 and up,1000,False
10131,EZ Display,PRODUCTIVITY,2.9,280,10.0,"50,000+",Free,0.0,Everyone,Productivity,2014-11-14,1,4.0 and up,50000,False
10132,EZ Web Video Cast | Chromecast,VIDEO_PLAYERS,4.1,1276,4.6,"100,000+",Free,0.0,Everyone,Video Players & Editors,2017-12-14,1,4.4 and up,100000,False
10133,ez Share Android app,PHOTOGRAPHY,3.3,1461,13.0,"100,000+",Free,0.0,Everyone,Photography,2017-08-31,3,2.3 and up,100000,False
10134,EZ File Manager(Root Explorer),PRODUCTIVITY,3.5,626,1.2,"100,000+",Free,0.0,Everyone,Productivity,2015-06-23,1,3.2 and up,100000,False
10135,EZ Launcher,PERSONALIZATION,4.2,18926,2.9,"1,000,000+",Free,0.0,Everyone,Personalization,2013-09-28,0,2.2 and up,1000000,False
10136,EZ-SEE,VIDEO_PLAYERS,2.8,71,10.0,"10,000+",Free,0.0,Everyone,Video Players & Editors,2018-07-18,3,5.0 and up,10000,False
10137,EZ-ELD Driver App (Free),AUTO_AND_VEHICLES,2.1,83,4.8,"5,000+",Free,0.0,Everyone,Auto & Vehicles,2018-07-29,1,4.3 and up,5000,False
10138,Ez Mirror Match,GAME,4.4,3344,36.0,"500,000+",Free,0.0,Everyone,Arcade,2018-01-03,2,4.0 and up,500000,False
10139,EZ Notes Lite,PRODUCTIVITY,4.4,69,3.5,"1,000+",Free,0.0,Everyone,Productivity,2016-07-08,2,4.0 and up,1000,False
10141,Dream EZ,HEALTH_AND_FITNESS,4.1,107,50.0,"10,000+",Free,0.0,Everyone,Health & Fitness,2016-03-24,1,3.0 and up,10000,False
10142,Ez Texting,BUSINESS,3.3,49,0.051,"10,000+",Free,0.0,Everyone,Business,2012-01-18,0,2.1 and up,10000,True
10143,EZ TV Player,VIDEO_PLAYERS,3.5,51,11.0,"10,000+",Free,0.0,Everyone,Video Players & Editors,2018-06-26,8,5.0 and up,10000,False
10144,EZ-GUI Ground Station,TOOLS,4.7,3696,29.0,"50,000+",Free,0.0,Everyone,Tools,2017-08-10,4,4.3 and up,50000,False
10145,Ez iCam,PHOTOGRAPHY,3.1,7300,46.0,"1,000,000+",Free,0.0,Teen,Photography,2018-01-12,V4,5.0 and up,1000000,False
10146,E-Z App™ Train Control,TOOLS,4.3,33,46.0,"1,000+",Free,0.0,Everyone,Tools,2016-12-06,1,4.3 and up,1000,False
10147,EZ App Installer,TOOLS,4.1,533,1.4,"100,000+",Free,0.0,Everyone,Tools,2017-07-22,1,4.0 and up,100000,False
10148,EZ Clock & Weather Widget,WEATHER,4.2,6849,1.2,"1,000,000+",Free,0.0,Everyone,Weather,2014-03-05,v1,2.1 and up,1000000,False
10149,EZ Pass,TOOLS,2.5,15,0.228,"5,000+",Free,0.0,Everyone,Tools,2016-09-10,1,2.3 and up,5000,True
10151,EZ View,BUSINESS,3.0,287,9.8,"50,000+",Free,0.0,Everyone,Business,2015-10-26,1,4.0 and up,50000,False
10152,EZ TAG Express,TRAVEL_AND_LOCAL,3.2,86,39.0,"10,000+",Free,0.0,Everyone,Travel & Local,2018-05-17,2,4.4 and up,10000,False
10153,EZ Wifi Notification,COMMUNICATION,4.3,260,0.193,"10,000+",Free,0.0,Everyone,Communication,2014-08-11,1,2.2 and up,10000,True
10154,EZ-VPNGate,TOOLS,4.3,36,12.0,"5,000+",Free,0.0,Everyone,Tools,2017-08-21,1,4.0.3 and up,5000,False
10155,EZ Switch Widget,PRODUCTIVITY,4.2,2412,0.192,"100,000+",Free,0.0,Everyone,Productivity,2012-09-27,0,2.2 and up,100000,True
10156,EZ-Builder Mobile,FAMILY,4.3,51,57.0,"5,000+",Free,0.0,Everyone,Education,2018-04-02,2018,3.0 and up,5000,False
10157,EZ LED,TOOLS,2.2,19,2.1,"1,000+",Free,0.0,Everyone,Tools,2017-09-05,1,4.3 and up,1000,False
10158,F&M Bank - EZ Banking,FINANCE,3.9,49,3.9,"10,000+",Free,0.0,Everyone,Finance,2017-02-24,3,4.1 and up,10000,False
10159,My EZ-Link Mobile,LIFESTYLE,2.8,3187,11.0,"100,000+",Free,0.0,Everyone,Lifestyle,2017-01-27,1,4.0 and up,100000,False
10160,EZ Financial Calculator,FINANCE,4.4,32,2.3,"1,000+",Free,0.0,Everyone,Finance,2018-01-13,2,4.4 and up,1000,False
10161,EZ Quran,BOOKS_AND_REFERENCE,4.6,595,8.5,"50,000+",Free,0.0,Everyone,Books & Reference,2016-06-28,6,4.1 and up,50000,False
10162,EZ Screenshot,TOOLS,4.4,55,1.4,"5,000+",Free,0.0,Everyone,Tools,2017-09-12,1,5.0 and up,5000,False
10163,EZ Utilities Extension,TOOLS,3.9,33,0.473,"5,000+",Free,0.0,Everyone,Tools,2016-05-05,9,6.0 and up,5000,True
10164,EZ-Placard - Free Placard Calculator,TOOLS,2.9,7,2.4,"1,000+",Free,0.0,Everyone,Tools,2017-10-26,2,4.1 and up,1000,False
10165,EZ game screen recorder with audio 1080P,VIDEO_PLAYERS,4.1,40,3.9,"1,000+",Free,0.0,Everyone,Video Players & Editors,2017-07-13,1,5.0 and up,1000,False
10166,FA Player Essentials,SPORTS,5.0,7,68.0,100+,Free,0.0,Everyone,Sports,2018-07-23,1,4.0.3 and up,100,False
10167,HTC Sense Input - FA,TOOLS,4.6,1420,1.6,"100,000+",Free,0.0,Everyone,Tools,2015-11-09,1,5.0 and up,100000,False
10170,"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,49580,4.0,"10,000,000+",Free,0.0,Everyone,Social,2018-06-04,1,4.1 and up,10000000,False
10171,All Social Networks,SOCIAL,4.2,22650,1.5,"1,000,000+",Free,0.0,Everyone,Social,2018-05-21,2,4.0 and up,1000000,False
10172,Facebook Face to Face Events,BUSINESS,4.4,4518,26.0,"1,000,000+",Free,0.0,Everyone,Business,2018-03-01,1,4.1 and up,1000000,False
10173,FA Part 1 & 2 Past Papers Solved Free – Offline,BOOKS_AND_REFERENCE,3.9,46,3.0,"5,000+",Free,0.0,Everyone,Books & Reference,2018-04-30,1,4.0 and up,5000,False
10174,CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,71.0,"5,000+",Free,0.0,Teen,Casino,2017-06-06,1,4.0.3 and up,5000,False
10175,Il Coccodrillo Come Fa,FAMILY,3.4,17,0.246,"1,000+",Free,0.0,Everyone,Entertainment,2014-11-21,1,4.0 and up,1000,True
10177,Farsi Keyboard,TOOLS,4.3,9716,1.3,"1,000,000+",Free,0.0,Everyone,Tools,2018-04-10,4,4.0 and up,1000000,False
10178,Premier League - Official App,SPORTS,4.3,63782,24.0,"5,000,000+",Free,0.0,Everyone,Sports,2018-08-07,1,4.1 and up,5000000,False
10179,Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201537,68.0,"5,000,000+",Free,0.0,Teen,Casino,2018-08-01,2,4.0.3 and up,5000000,False
10181,FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11051,44.0,"1,000,000+",Free,0.0,Teen,Casino,2018-06-25,1,4.0.3 and up,1000000,False
10182,Messenger Messenger,SOCIAL,4.3,38826,7.0,"10,000,000+",Free,0.0,Everyone,Social,2018-08-07,1,4.1 and up,10000000,False
10186,Farm Heroes Saga,FAMILY,4.4,7615646,71.0,"100,000,000+",Free,0.0,Everyone,Casual,2018-08-07,5,2.3 and up,100000000,False
10188,ESPN Fantasy Sports,SPORTS,4.0,176487,10.0,"5,000,000+",Free,0.0,Everyone,Sports,2017-11-21,5,4.4 and up,5000000,False
10189,Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264282,48.0,"10,000,000+",Free,0.0,Teen,Casino,2018-07-12,3,4.0.3 and up,10000000,False
10190,Fallout Shelter,FAMILY,4.6,2721923,25.0,"10,000,000+",Free,0.0,Teen,Simulation,2018-06-11,1,4.1 and up,10000000,False
10191,Authy 2-Factor Authentication,TOOLS,4.3,15070,6.3,"1,000,000+",Free,0.0,Everyone,Tools,2018-07-30,23,4.0.3 and up,1000000,False
10192,Facejjang,PHOTOGRAPHY,4.1,100179,96.0,"10,000,000+",Free,0.0,Everyone,Photography,2018-05-17,2,4.0.3 and up,10000000,False
10193,Block Puzzle - Wood Legend,FAMILY,4.4,318867,10.0,"10,000,000+",Free,0.0,Everyone,Puzzle,2018-07-06,26,4.0.3 and up,10000000,False
10194,Soccer 2018,SPORTS,3.5,172373,47.0,"10,000,000+",Free,0.0,Everyone,Sports,2018-07-12,1,4.3 and up,10000000,False
10195,Flash Light on Call & SMS,TOOLS,4.1,25438,3.2,"1,000,000+",Free,0.0,Everyone,Tools,2018-04-24,1,4.0.3 and up,1000000,False
10198,Swift for Facebook Lite,SOCIAL,4.3,9562,5.8,"500,000+",Free,0.0,Teen,Social,2018-05-31,4,Varies with device,500000,False
10199,Friendly for Facebook,SOCIAL,4.5,42621,23.0,"1,000,000+",Free,0.0,Teen,Social,2018-08-07,2,4.4 and up,1000000,False
10201,Mini for fb lite,TOOLS,4.0,710,1.1,"100,000+",Free,0.0,Everyone,Tools,2018-05-24,1,2.3 and up,100000,False
10202,Faster for Facebook Lite,SOCIAL,4.3,24456,4.6,"1,000,000+",Free,0.0,Teen,Social,2018-05-29,4,4.1 and up,1000000,False
10204,Who Viewed My FB Profile,FAMILY,3.4,121,6.3,"10,000+",Free,0.0,Everyone,Entertainment,2017-12-26,2,4.0.3 and up,10000,False
10206,Lite for Facebook Messenger,COMMUNICATION,4.3,76498,4.3,"1,000,000+",Free,0.0,Teen,Communication,2018-06-20,6,Varies with device,1000000,False
10207,Profile Tracker - Who Viewed My Facebook Profile,SOCIAL,4.7,37090,4.8,"500,000+",Free,0.0,Teen,Social,2018-08-01,5,4.1 and up,500000,False
10208,Who viewed my fb profile pro★★,FAMILY,4.5,6396,4.2,"100,000+",Free,0.0,Everyone,Entertainment,2017-08-17,24,4.1 and up,100000,False
10209,Video Downloader For FB: Save FB Videos 2018,TOOLS,4.3,434,3.6,"50,000+",Free,0.0,Everyone,Tools,2018-08-08,1,4.0.3 and up,50000,False
10210,Pink Color for Facebook,SOCIAL,4.1,5285,4.0,"500,000+",Free,0.0,Everyone,Social,2018-07-01,2,4.1 and up,500000,False
10211,Messenger,SOCIAL,4.1,68025,3.9,"10,000,000+",Free,0.0,Everyone,Social,2018-04-16,1,4.1 and up,10000000,False
10212,"Stickers for Imo, fb, whatsapp",SOCIAL,4.4,214,8.7,"10,000+",Free,0.0,Teen,Social,2016-10-23,1,2.3 and up,10000,False
10213,Who Viewed My Facebook Profile - Stalkers Visitors,SOCIAL,4.6,273244,9.9,"5,000,000+",Free,0.0,Everyone,Social,2018-06-24,4,4.0.3 and up,5000000,False
10215,Cover Camera for FB,PHOTOGRAPHY,3.8,742,1.8,"100,000+",Free,0.0,Everyone,Photography,2014-03-09,3,2.2 and up,100000,False
10216,MB Notifications for FB (Free),SOCIAL,3.9,3047,1.5,"100,000+",Free,0.0,Teen,Social,2015-04-29,1,2.3 and up,100000,False
10217,MultiMessage for FB Messenger,PRODUCTIVITY,4.2,182,7.0,"50,000+",Free,0.0,Everyone,Productivity,2018-04-28,1,4.2 and up,50000,False
10219,FB Live,BUSINESS,3.7,27,18.0,"5,000+",Free,0.0,Everyone,Business,2018-05-17,1,5.0 and up,5000,False
10220,Phoenix - Facebook & Messenger,SOCIAL,4.3,9606,3.4,"100,000+",Free,0.0,Teen,Social,2018-07-18,2,5.0 and up,100000,False
10221,Faster Social for Facebook,SOCIAL,4.2,1236,3.3,"100,000+",Free,0.0,Teen,Social,2018-08-02,1,4.3 and up,100000,False
10222,Check Your Visitors on FB ?,SOCIAL,3.6,40,1.5,"5,000+",Free,0.0,Everyone,Social,2017-02-17,4,4.2 and up,5000,False
10223,Videos downloader for Facebook:fast fb video saver,VIDEO_PLAYERS,4.3,20,5.1,"5,000+",Free,0.0,Everyone,Video Players & Editors,2018-04-27,1,4.0.3 and up,5000,False
10224,Stickers for Facebook,SOCIAL,4.3,11066,10.0,"1,000,000+",Free,0.0,Everyone,Social,2018-03-13,1,4.4 and up,1000000,False
10225,Video Download For FB,TOOLS,4.3,444,1.6,"100,000+",Free,0.0,Everyone,Tools,2017-07-14,1,3.0 and up,100000,False
10226,Video Downloader for FB : Video Download with Link,VIDEO_PLAYERS,4.5,1060,3.2,"100,000+",Free,0.0,Everyone,Video Players & Editors,2017-12-20,2,4.0 and up,100000,False
10227,Video Downloader for FB,TOOLS,4.3,53,3.0,"5,000+",Free,0.0,Everyone,Tools,2018-08-01,1,4.0.3 and up,5000,False
10228,FB Photographie,PHOTOGRAPHY,4.7,37,10.0,"1,000+",Free,0.0,Everyone,Photography,2016-05-22,2,4.0 and up,1000,False
10229,Lite Messenger for Facebook Lite,SOCIAL,3.8,108,2.8,"10,000+",Free,0.0,Teen,Social,2018-05-28,3,4.2 and up,10000,False
10230,Download Facebook Photo Albums,TOOLS,4.0,3840,2.5,"100,000+",Free,0.0,Everyone,Tools,2017-06-02,2,4.4 and up,100000,False
10231,Mini for Facebook lite,SOCIAL,4.1,260,1.3,"10,000+",Free,0.0,Teen,Social,2018-06-21,1,3.0 and up,10000,False
10233,funny Image Comments for FB,SOCIAL,3.9,19,15.0,"5,000+",Free,0.0,Teen,Social,2018-02-13,2,4.1 and up,5000,False
10234,IDM for Facebook ★ Downloader,PRODUCTIVITY,4.3,1905,3.1,"100,000+",Free,0.0,Everyone,Productivity,2015-10-17,7,2.3 and up,100000,False
10235,"Unlimited Group Links - Whatsapp, FB, Telegram",SOCIAL,3.4,44,2.8,"10,000+",Free,0.0,Mature 17+,Social,2018-07-03,4,4.0.3 and up,10000,False
10237,HD VideoDownlaoder For Fb : XXVideo Downloader,VIDEO_PLAYERS,4.2,61,6.1,"10,000+",Free,0.0,Everyone,Video Players & Editors,2018-07-30,1,4.0.3 and up,10000,False
