UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,NO.OF_INQUIRIES,loan_default
487460,40894,58525,74.33,3,17038,51,571,01-07-84,Self employed,03-09-18,15,624,1,1,1,0,0,0,709,D-Very Low Risk,3,1,1,3980,7961,7961,2,0
611211,53855,71298,79.67,3,17038,51,571,21-05-90,Self employed,24-10-18,15,624,1,1,1,0,0,0,653,F-Low Risk,15,7,1,1947516,4489778,4466417,0,0
600092,60527,71998,88.89,3,17038,51,579,12-08-87,Self employed,22-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
508821,51578,63660,84.83,3,17038,51,91,10-07-69,Self employed,15-09-18,1,624,1,1,1,0,0,0,499,K-High Risk,4,3,2,404776,845900,845900,0,1
606322,40104,50600,84.98,3,17038,51,571,01-01-60,Salaried,23-10-18,15,624,1,1,1,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
536672,30764,44048,74.01,3,17038,51,571,10-07-77,Self employed,25-09-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
522051,69903,107004,69.16,3,17038,51,87,01-07-92,Salaried,20-09-18,1,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
643479,50213,105754,50.12,3,17038,51,551,10-01-95,Salaried,30-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
518241,70823,98716,74.96,3,17038,51,571,12-03-88,Self employed,19-09-18,15,624,1,1,0,0,0,0,390,K-High Risk,4,2,2,27610,70600,70600,0,0
611210,62382,73320,89.33,3,17038,51,571,19-02-92,Self employed,24-10-18,15,624,1,1,1,0,0,0,623,H-Medium Risk,4,3,0,18899,59008,59008,0,0
472835,33939,48162,74.75,3,17038,51,571,23-08-95,Salaried,29-08-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
643412,57863,68610,88.91,3,17038,51,571,11-08-97,Salaried,30-10-18,15,624,1,1,1,0,0,0,569,J-High Risk,3,2,1,49365,71517,71517,0,0
627028,51653,69210,79.47,3,17038,51,551,01-10-89,Salaried,26-10-18,15,624,1,1,1,0,0,0,618,H-Medium Risk,3,1,0,29,29,29,1,0
524183,42894,61737,72.89,3,17038,51,571,30-12-68,Salaried,21-09-18,15,624,1,1,1,0,0,0,375,K-High Risk,11,6,2,91046,1157963,1157963,0,0
640557,57868,72767,84.52,3,17038,51,571,01-01-79,Self employed,30-10-18,15,624,1,1,1,0,0,0,796,B-Very Low Risk,3,1,0,41490,500000,500000,0,0
591206,57759,69998,85.72,3,17038,51,571,20-08-70,Self employed,20-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
576665,55759,69498,83.46,3,17038,51,571,08-06-95,Salaried,14-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
599279,32404,75850,46.14,3,17038,51,571,01-06-92,Salaried,22-10-18,15,624,1,1,1,0,0,0,554,J-High Risk,3,3,1,1244092,725262,725982,1,0
512200,32484,43348,79.59,3,17038,51,92,28-11-89,Self employed,17-09-18,16,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
618556,45549,60990,77.39,3,17038,51,571,07-05-83,Salaried,25-10-18,15,624,1,1,0,0,0,0,707,D-Very Low Risk,4,4,0,68550,106477,106477,1,0
434511,33439,47000,76.6,3,17038,51,571,02-07-94,Salaried,11-08-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1
599872,47773,68251,74.72,3,17038,51,571,11-08-78,Self employed,22-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
641525,42044,60990,73.78,3,17038,51,571,02-10-65,Self employed,30-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
530808,42775,61775,74.14,3,17038,51,574,05-02-83,Self employed,23-09-18,15,624,1,1,1,1,0,0,785,B-Very Low Risk,1,1,0,16944,59000,21514,0,0
467480,71123,102304,72.33,3,17038,51,571,10-10-89,Salaried,28-08-18,15,624,1,1,1,0,0,0,605,H-Medium Risk,7,0,0,0,0,0,0,0
463597,26529,61335,47.28,3,17038,51,87,28-08-77,Salaried,25-08-18,1,624,1,1,1,0,0,0,782,B-Very Low Risk,10,5,0,2841624,3177772,3112988,0,0
631989,72299,101666,74.75,3,17038,51,571,01-01-97,Salaried,27-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
605354,56474,70223,84.73,3,17038,51,571,05-04-96,Salaried,23-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
629298,46849,62990,79.38,3,17038,51,571,25-06-83,Self employed,27-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
601036,77226,109754,74.71,3,17038,51,571,20-05-95,Salaried,22-10-18,15,624,1,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
629969,55489,70998,83.1,3,17038,51,91,05-06-78,Self employed,27-10-18,1,624,1,1,1,0,0,0,300,M-Very High Risk,8,6,2,529267,628045,628045,0,1
627227,61763,97666,66.55,3,17038,51,571,01-08-77,Self employed,26-10-18,15,624,1,1,1,0,0,0,738,C-Very Low Risk,2,2,0,18626,30140,30140,1,0
472000,35639,52011,73.45,3,17038,51,80,01-01-82,Self employed,29-08-18,1,624,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
607894,62402,78150,84.45,3,17038,51,571,01-01-75,Salaried,23-10-18,15,624,1,1,1,0,0,0,685,E-Low Risk,9,2,1,8747,31832,31832,0,0
552931,47349,66751,74.91,3,17038,51,576,15-02-89,Salaried,30-09-18,15,624,1,1,1,0,0,0,455,K-High Risk,3,1,2,300164,384735,384735,0,1
610947,75679,106954,74.8,3,17038,51,57,16-04-96,Salaried,24-10-18,1,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
480637,50303,102279,51.82,3,17038,51,576,11-08-97,Self employed,31-08-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
520847,69418,102573,71.66,3,17038,51,31,19-05-90,Salaried,20-09-18,1,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
466957,50303,63651,83.27,3,17038,51,571,22-08-62,Self employed,27-08-18,15,624,1,0,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
640582,37239,68998,57.97,3,17038,51,571,05-07-92,Self employed,30-10-18,15,624,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
476668,73751,102304,74.29,3,17038,51,559,01-01-95,Salaried,30-08-18,15,624,1,1,0,0,0,0,696,E-Low Risk,1,1,0,33373,55355,33373,0,1
613327,62189,74820,88.21,3,17038,51,571,01-07-76,Salaried,24-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
516000,54759,67723,84.17,3,17038,51,571,10-05-73,Salaried,18-09-18,15,624,1,1,1,0,0,0,300,M-Very High Risk,2,0,1,0,0,0,0,0
527423,36439,49100,78.41,3,17038,51,91,14-05-91,Self employed,22-09-18,1,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
535412,45879,65751,74.52,3,17038,51,551,30-06-66,Salaried,25-09-18,15,624,1,1,1,0,0,0,758,C-Very Low Risk,7,4,0,96070,155573,155573,0,0
545338,47548,68251,74.72,3,17038,51,560,04-07-84,Salaried,28-09-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
528025,49228,68470,76.68,3,17038,51,571,10-12-96,Self employed,22-09-18,15,624,1,1,1,0,0,0,657,F-Low Risk,2,2,0,412620,441000,441000,2,0
473461,35439,47600,79.83,3,17038,51,571,01-01-83,Self employed,29-08-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,2,1
629818,52153,67210,81.83,3,17038,51,571,01-03-69,Self employed,27-10-18,15,624,1,1,1,0,0,0,607,H-Medium Risk,8,8,0,2907164,4186533,4192317,0,0
594607,52153,74875,73.46,3,17038,51,571,08-08-81,Self employed,21-10-18,15,624,1,1,1,0,0,0,459,K-High Risk,4,2,1,233807,1216000,1216000,0,0
470581,35939,53011,72.63,3,17038,51,576,17-08-91,Salaried,28-08-18,15,624,1,1,1,0,0,0,713,D-Very Low Risk,1,1,0,0,75000,809,0,0
437081,69123,113540,63.41,3,17038,51,571,25-10-74,Self employed,14-08-18,15,624,1,1,1,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,9639,14461,14461,1,0
421626,67169,95394,73.38,3,17038,51,571,20-02-96,Salaried,04-08-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
482392,44849,63451,74.86,3,17038,51,571,25-12-81,Salaried,31-08-18,15,624,1,1,1,0,0,0,339,L-Very High Risk,3,1,1,17249,74000,78374,0,0
604576,48773,63990,79.7,3,17038,51,571,21-07-87,Self employed,23-10-18,15,624,1,1,1,0,0,0,615,H-Medium Risk,3,0,0,0,0,0,0,0
626457,52594,67210,82.58,3,17038,51,571,10-07-78,Self employed,26-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
434378,37594,54148,74.24,3,17038,51,579,01-01-75,Salaried,11-08-18,15,624,1,1,1,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,6599,7919,7919,1,0
601496,52579,74875,74.79,3,17038,51,571,01-01-92,Self employed,22-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
518697,85820,106504,84.5,3,17038,51,91,15-12-89,Self employed,19-09-18,1,624,1,1,1,0,0,0,726,D-Very Low Risk,2,1,0,0,0,0,0,0
480485,48303,61888,82.41,3,17038,51,571,24-01-77,Self employed,31-08-18,15,624,1,1,1,0,0,0,636,G-Low Risk,4,4,0,159674,224189,221204,2,0
516052,82279,107004,79.9,3,17038,51,91,04-02-93,Salaried,18-09-18,1,624,1,1,1,0,0,0,721,D-Very Low Risk,1,1,0,12948,22448,22448,0,0
552137,47773,68748,74.18,3,17038,51,571,18-08-80,Salaried,30-09-18,15,624,1,1,0,0,0,0,662,F-Low Risk,2,1,1,11093,11093,11093,1,0
481919,56759,91716,64.87,3,17038,51,571,08-02-92,Salaried,31-08-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
522717,32434,46900,74.63,3,17038,51,571,01-09-94,Salaried,20-09-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
464787,27529,40248,74.54,3,17038,51,91,27-01-89,Self employed,25-08-18,1,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
477595,36939,54148,72.02,3,17038,51,571,15-03-83,Salaried,30-08-18,15,624,1,1,0,0,0,0,835,A-Very Low Risk,4,4,0,3241760,3797071,3606609,0,0
478054,71123,113540,65.18,3,17038,51,571,23-06-88,Self employed,30-08-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
595483,43894,62725,71.74,3,17038,51,571,04-10-94,Salaried,21-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1
594024,70403,99666,74.25,3,17038,51,86,27-01-94,Salaried,21-10-18,1,624,1,1,1,0,0,0,498,K-High Risk,1,0,1,0,0,0,0,0
611280,56071,70251,84.84,3,17038,51,571,10-07-93,Self employed,24-10-18,15,624,1,1,1,0,0,0,679,F-Low Risk,4,3,0,619510,704850,704850,1,0
601456,46267,62990,78.43,3,17038,51,571,01-07-82,Self employed,22-10-18,15,624,1,1,1,0,0,0,723,D-Very Low Risk,2,1,0,21519,31000,33231,0,0
590571,70623,107254,68.06,3,17038,51,576,09-03-66,Salaried,20-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
627406,37060,46548,84.43,3,17038,51,551,20-08-81,Self employed,26-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
473513,70643,102304,72.33,3,17038,51,571,03-10-85,Self employed,29-08-18,15,624,1,1,1,0,0,0,738,C-Very Low Risk,2,1,0,53271,57000,57000,1,0
625193,80983,108754,78.16,3,17038,51,571,10-12-93,Salaried,26-10-18,15,624,1,1,1,0,0,0,452,K-High Risk,3,3,0,432403,459549,493679,0,0
461705,52303,73425,74.91,3,17038,51,24,01-04-82,Self employed,24-08-18,1,624,1,1,1,0,0,0,300,M-Very High Risk,1,0,1,0,0,0,0,0
641261,61278,78320,82.35,3,17038,51,574,05-03-84,Self employed,30-10-18,15,624,1,1,1,0,0,0,749,C-Very Low Risk,4,3,0,548050,714200,714200,0,0
544361,70403,107254,69,3,17038,51,571,14-12-85,Salaried,28-09-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
545179,57883,72270,84.41,3,17038,51,91,10-10-91,Self employed,28-09-18,1,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,1
478536,27029,42723,67.88,3,17038,51,574,02-02-90,Salaried,30-08-18,15,624,1,1,1,0,0,0,710,D-Very Low Risk,3,2,0,13763,26009,26009,2,0
576348,54519,71038,81.65,3,17038,51,571,01-01-69,Salaried,13-10-18,15,624,1,1,0,0,0,0,557,J-High Risk,1,1,0,4435,10715,10715,0,0
601112,36854,50300,78.53,3,17038,51,571,01-01-72,Self employed,22-10-18,15,624,1,1,1,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),4,0,0,0,0,0,1,1
618657,36560,46548,84.43,3,17038,51,551,10-12-75,Self employed,25-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
643939,51653,73751,74.58,3,17038,51,571,22-06-74,Self employed,30-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
422546,32484,47450,73.76,3,17038,51,571,01-02-91,Self employed,06-08-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
508504,47149,66423,74.97,3,17038,51,571,10-05-78,Self employed,15-09-18,15,624,1,1,1,0,0,0,824,A-Very Low Risk,1,0,0,0,0,0,0,0
473414,36939,52111,74.84,3,17038,51,571,04-07-85,Self employed,29-08-18,15,624,1,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
637988,56459,70998,84.51,3,17038,51,91,07-01-86,Salaried,29-10-18,1,624,1,1,1,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
632125,64614,81050,84.52,3,17038,51,571,04-02-90,Salaried,27-10-18,15,624,1,1,1,0,0,0,749,C-Very Low Risk,2,1,0,27171,66000,66000,0,0
477007,57259,73050,82.14,3,17038,51,86,05-07-80,Salaried,30-08-18,1,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,1
518343,40394,75850,56.69,3,17038,51,560,01-07-67,Salaried,19-09-18,15,624,1,1,1,0,0,0,581,I-Medium Risk,19,6,3,295461,352721,364921,1,0
614239,35008,50300,74.95,3,17038,51,571,10-05-86,Salaried,24-10-18,15,624,1,1,1,0,0,0,836,A-Very Low Risk,2,0,0,0,0,0,1,1
427383,27129,43198,67.36,3,17038,51,571,10-07-70,Self employed,08-08-18,15,624,1,1,1,0,0,0,762,B-Very Low Risk,1,1,0,0,32900,32900,0,0
430654,71123,95394,77.57,3,17038,51,91,17-01-95,Salaried,10-08-18,1,624,1,1,1,0,0,0,753,C-Very Low Risk,1,1,0,12637,38033,38033,0,0
577268,56213,107754,55.68,3,17038,51,571,30-11-93,Salaried,14-10-18,15,624,1,1,1,0,0,0,683,E-Low Risk,1,1,0,0,30000,4048,1,0
436133,43549,68445,66.04,3,17038,51,571,20-07-71,Salaried,13-08-18,15,624,1,1,0,0,0,0,300,M-Very High Risk,36,20,5,3877969,6371019,6371019,0,0
555976,52579,74775,74.89,3,17038,51,571,09-09-90,Salaried,03-10-18,15,624,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
529570,69903,107004,69.16,3,17038,51,571,25-11-83,Self employed,23-09-18,15,624,1,1,1,0,0,0,18,Not Scored: No Updates available in last 36 months,1,0,0,0,0,0,0,0
606949,75579,107254,73.66,3,17038,51,571,15-11-96,Salaried,23-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
600023,50698,64910,82.42,3,17038,51,571,01-01-90,Salaried,22-10-18,15,624,1,1,0,0,0,0,648,G-Low Risk,1,1,0,358613,450000,450000,0,0
650331,58353,77150,80.36,3,17038,51,571,04-03-80,Self employed,31-10-18,15,624,1,1,1,0,0,0,657,F-Low Risk,1,1,0,268801,387000,387000,0,0
524708,33359,48300,74.53,3,17038,51,571,06-08-83,Self employed,21-09-18,15,624,1,1,1,0,0,0,694,E-Low Risk,6,5,0,344336,473079,458072,0,0
599051,33359,51800,69.5,3,17038,51,571,05-09-59,Salaried,22-10-18,15,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
477368,50303,99304,53.37,3,17038,51,571,04-06-89,Salaried,30-08-18,15,624,1,1,1,0,0,0,709,D-Very Low Risk,2,1,0,10464,40000,22734,0,0
577432,53303,67248,84.76,3,17038,51,571,01-10-92,Salaried,14-10-18,15,624,1,1,1,0,0,0,573,I-Medium Risk,11,6,0,229474,290191,334510,2,0
463593,31984,46137,74.78,3,17038,51,91,01-01-91,Self employed,25-08-18,1,624,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
463458,45949,64851,74.94,3,17038,51,571,16-12-85,Salaried,25-08-18,15,624,1,1,1,1,0,0,597,I-Medium Risk,1,1,0,31896,43000,43000,0,0
461517,56259,102304,57.67,3,17038,51,571,05-08-92,Salaried,24-08-18,15,624,1,1,1,0,0,0,810,A-Very Low Risk,3,2,0,2939,89939,53702,0,0
539217,40210,61796,67.97,3,14711,45,41,20-06-80,Salaried,26-09-18,1,1491,1,1,0,0,0,0,772,B-Very Low Risk,3,0,0,0,0,0,0,0
530511,38439,61365,63.55,3,14711,45,82,25-06-78,Self employed,23-09-18,1,1491,1,1,0,0,1,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
652067,49303,67087,76.02,3,14711,45,33,01-01-91,Salaried,31-10-18,1,1491,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
455429,43394,58104,77.45,3,14711,45,82,01-10-95,Salaried,22-08-18,1,1491,1,1,0,0,1,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
502227,49303,61365,83.11,3,14711,45,82,11-12-92,Salaried,12-09-18,1,1491,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
595674,52303,62712,84.51,3,14711,45,81,14-11-90,Self employed,21-10-18,1,1491,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,10461,10461,10461,1,0
652132,52303,62712,84.51,3,14711,45,82,30-01-94,Salaried,31-10-18,1,1491,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
473966,47849,58104,83.47,3,14711,45,41,01-01-93,Self employed,29-08-18,1,1491,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
577431,30401,67416,47.47,3,14711,45,33,21-02-87,Self employed,14-10-18,1,1491,1,1,1,0,0,0,578,I-Medium Risk,3,1,0,10,28000,28968,0,0
596183,71123,106639,67.52,3,14711,45,41,30-07-77,Salaried,21-10-18,1,1491,1,1,0,0,0,0,667,F-Low Risk,4,1,0,576762,609195,609195,0,0
505529,50303,61365,84.74,3,14711,45,84,01-06-95,Self employed,14-09-18,1,1491,1,1,1,0,0,0,738,C-Very Low Risk,1,1,0,3477,10441,10441,1,0
500219,52303,65687,82.21,3,14711,45,79,05-11-75,Salaried,11-09-18,1,1491,1,1,0,0,0,0,719,D-Very Low Risk,7,5,0,16058,62850,62850,0,0
484928,49249,69448,71.85,3,14711,45,33,19-04-76,Self employed,31-08-18,1,1491,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),2,0,0,0,0,0,0,0
637262,52603,62712,84.99,3,14711,45,81,02-02-94,Salaried,29-10-18,1,1491,1,1,1,0,0,0,728,D-Very Low Risk,3,2,0,39817,75281,56424,1,0
617899,49349,62712,79.73,3,14711,45,84,01-01-84,Salaried,25-10-18,1,1491,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
596784,52303,62712,84.51,3,14711,45,79,24-08-76,Salaried,22-10-18,1,1491,1,1,0,0,0,0,775,B-Very Low Risk,13,6,0,422634,575250,477473,0,0
508150,46349,58394,82.2,3,14711,45,82,02-08-80,Self employed,15-09-18,1,1491,1,1,0,0,0,0,631,G-Low Risk,6,5,0,2678395,2836356,2836356,0,0
529270,50303,65687,77.64,3,14711,45,41,15-12-88,Salaried,23-09-18,1,1491,1,1,0,0,0,0,590,I-Medium Risk,2,0,0,0,0,0,1,0
600852,44394,53582,83.98,3,14711,45,84,09-02-68,Salaried,22-10-18,1,1491,1,1,0,0,0,0,300,M-Very High Risk,23,12,1,744036,976866,571316,0,0
441248,53303,69448,79.2,3,14711,45,40,02-01-83,Salaried,16-08-18,1,1491,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
425010,43394,58104,77.45,3,14711,45,70,01-11-94,Self employed,07-08-18,1,1491,1,1,0,0,0,0,429,K-High Risk,3,2,1,20166,58980,58980,1,0
477132,32484,51943,63.53,3,14711,45,41,15-05-78,Self employed,30-08-18,1,1491,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
445812,38439,51943,77.01,3,14711,45,32,01-06-70,Salaried,17-08-18,1,1491,1,1,1,0,1,0,712,D-Very Low Risk,2,1,0,432442,480000,480000,0,0
491556,40054,65687,63.94,3,14711,45,41,26-05-92,Salaried,05-09-18,1,1491,1,1,0,0,0,0,738,C-Very Low Risk,4,3,0,294092,319403,305065,0,0
541283,51303,61365,84.74,3,14711,45,84,01-01-76,Salaried,27-09-18,1,1491,1,1,0,0,0,0,825,A-Very Low Risk,2,1,0,31388,40000,40000,0,0
497978,20634,65687,33.49,3,14711,45,40,01-01-75,Self employed,10-09-18,1,1491,1,1,0,0,0,0,712,D-Very Low Risk,7,0,0,0,0,0,0,0
445787,42394,63993,67.19,3,14711,45,81,01-05-88,Salaried,17-08-18,1,1491,1,1,1,0,0,0,738,C-Very Low Risk,3,3,0,46074,67300,67300,0,0
646315,48349,58984,83.07,3,14711,45,84,09-11-90,Self employed,31-10-18,1,1491,1,1,0,1,0,0,442,K-High Risk,9,2,1,36740,120000,120000,0,0
460316,48349,58104,84.33,3,14711,45,79,20-06-95,Salaried,24-08-18,1,1491,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
434362,44349,62425,73.69,3,14711,45,81,01-04-94,Self employed,11-08-18,1,1491,1,1,1,0,1,0,15,Not Scored: Sufficient History Not Available,1,1,0,16333,21779,21779,0,0
533432,51303,61365,84.74,3,14711,45,41,05-07-84,Salaried,24-09-18,1,1491,1,1,1,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),2,0,0,0,0,0,0,0
588499,51303,62712,82.92,3,14711,45,81,06-02-83,Self employed,19-10-18,1,1491,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
595824,49349,63172,79.15,3,14711,45,41,08-06-91,Salaried,21-10-18,1,1491,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
489503,45889,61365,78.22,3,14711,45,40,15-06-89,Self employed,04-09-18,1,1491,1,1,0,0,0,0,377,K-High Risk,2,2,1,26353,42000,42000,0,1
508070,47349,58394,83.91,3,14711,45,41,01-07-83,Self employed,15-09-18,1,1491,1,1,1,0,0,0,583,I-Medium Risk,5,5,0,306544,509500,509500,1,1
450983,44394,58104,77.45,3,14711,45,82,01-06-76,Salaried,20-08-18,1,1491,1,1,1,0,1,0,738,C-Very Low Risk,3,2,0,37051,57300,57300,0,0
483997,46849,58104,81.75,3,14711,45,82,01-01-91,Self employed,31-08-18,1,1491,1,1,0,1,0,0,676,F-Low Risk,5,2,0,0,11239,11239,0,0
532824,42394,61928,71.05,3,14112,45,80,07-03-90,Salaried,24-09-18,1,1491,1,1,0,0,0,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0
459447,44394,58104,77.45,3,14711,45,41,12-07-93,Salaried,23-08-18,1,1491,1,1,1,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
588884,52603,62712,84.99,3,14711,45,82,01-07-89,Salaried,19-10-18,1,1491,1,1,0,0,0,0,678,F-Low Risk,1,1,0,0,39000,39000,0,0
502452,45399,61365,77.41,3,14711,45,82,01-01-65,Salaried,12-09-18,1,1491,1,1,0,1,0,0,824,A-Very Low Risk,1,0,0,0,0,0,0,0
600097,54759,68710,80.77,3,14711,45,82,01-01-57,Self employed,22-10-18,1,1491,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,2,0
539538,53303,65687,83.73,3,14711,45,41,01-01-97,Salaried,26-09-18,1,1491,1,1,1,0,0,0,738,C-Very Low Risk,2,2,0,7196,16870,16870,2,1
527560,51303,61365,84.74,3,14711,45,84,27-03-85,Salaried,22-09-18,1,1491,1,1,0,0,0,0,16,Not Scored: No Activity seen on the customer (Inactive),1,0,0,0,0,0,0,1
582389,48349,68710,72.77,3,14711,45,81,02-05-74,Self employed,16-10-18,1,1491,1,1,1,0,0,0,536,J-High Risk,20,8,5,2361900,136121,2718131,0,0
425711,34939,58104,62.82,3,14711,45,8,01-01-66,Salaried,07-08-18,1,1491,1,1,1,0,0,0,300,M-Very High Risk,2,1,1,6297,30000,30000,0,0
630406,51553,62712,84.51,3,14711,45,33,20-06-95,Salaried,27-10-18,1,1491,1,1,0,1,0,0,708,D-Very Low Risk,4,1,0,5335,7871,7871,1,0
492245,49763,61365,84.74,3,14711,45,40,13-08-93,Salaried,06-09-18,1,1491,1,1,0,0,0,0,615,H-Medium Risk,1,0,0,0,0,0,0,0
514520,26529,61365,45.63,3,14711,45,41,12-01-97,Salaried,18-09-18,1,1491,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
464149,37439,60264,63.06,3,14711,45,81,10-02-81,Self employed,25-08-18,1,1491,1,1,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
449908,42394,58104,74.01,3,14711,45,82,01-01-97,Salaried,20-08-18,1,1491,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0
538107,51303,65687,79.16,3,14711,45,82,10-05-90,Salaried,26-09-18,1,1491,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0
499188,43439,61365,74.15,3,14711,45,79,11-02-93,Salaried,11-09-18,1,1491,1,1,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0
438756,18619,52072,38.41,3,14711,45,82,01-01-95,Salaried,14-08-18,1,1491,1,1,0,0,0,0,825,A-Very Low Risk,3,0,0,0,0,0,0,0
